SKU,date,price_level,demand_qty,supply_qty
SKU-007,2024-01-14,115,127,337
SKU-007,2024-01-14,120,83,404
SKU-007,2024-01-14,125,43,473
SKU-008,2024-01-14,90,490,40
SKU-008,2024-01-14,95,431,79
SKU-008,2024-01-14,100,327,133
SKU-008,2024-01-14,105,242,190
SKU-008,2024-01-14,110,187,280
SKU-008,2024-01-14,115,122,356
SKU-008,2024-01-14,120,78,409
SKU-008,2024-01-14,125,40,520
SKU-009,2024-01-14,90,533,37
SKU-009,2024-01-14,95,447,79
SKU-009,2024-01-14,100,355,129
SKU-009,2024-01-14,105,251,185
SKU-009,2024-01-14,110,198,259
SKU-009,2024-01-14,115,126,320
SKU-009,2024-01-14,120,85,417
SKU-009,2024-01-14,125,40,529
SKU-010,2024-01-14,90,488,37
SKU-010,2024-01-14,95,453,76
SKU-010,2024-01-14,100,363,128
SKU-010,2024-01-14,105,259,193
SKU-010,2024-01-14,110,193,269
SKU-010,2024-01-14,115,130,360
SKU-010,2024-01-14,120,78,436
SKU-010,2024-01-14,125,38,481
SKU-001,2024-01-21,90,469,28
SKU-001,2024-01-21,95,421,51
SKU-001,2024-01-21,100,359,73
SKU-001,2024-01-21,105,266,91
SKU-001,2024-01-21,110,204,14
SKU-001,2024-01-21,115,139,7
SKU-001,2024-01-21,120,85,4
SKU-001,2024-01-21,125,40,2
SKU-002,2024-01-21,90,502,28
SKU-002,2024-01-21,95,437,50
SKU-002,2024-01-21,100,321,70
SKU-002,2024-01-21,105,240,84
SKU-002,2024-01-21,110,180,15
SKU-002,2024-01-21,115,135,8
SKU-002,2024-01-21,120,85,4
SKU-002,2024-01-21,125,42,2
SKU-003,2024-01-21,90,524,30
SKU-003,2024-01-21,95,389,50
SKU-003,2024-01-21,100,361,67
SKU-003,2024-01-21,105,244,96
SKU-003,2024-01-21,110,195,15
SKU-003,2024-01-21,115,134,8
SKU-003,2024-01-21,120,77,4
SKU-003,2024-01-21,125,37,2
SKU-004,2024-01-21,90,505,29
SKU-004,2024-01-21,95,448,52
SKU-004,2024-01-21,100,340,67
SKU-004,2024-01-21,105,268,90
SKU-004,2024-01-21,110,178,16
SKU-004,2024-01-21,115,127,8
SKU-004,2024-01-21,120,81,4
SKU-004,2024-01-21,125,38,2
SKU-005,2024-01-21,90,485,28
SKU-005,2024-01-21,95,408,49
SKU-005,2024-01-21,100,334,74
SKU-005,2024-01-21,105,262,93
SKU-005,2024-01-21,110,203,16
SKU-005,2024-01-21,115,127,9
SKU-005,2024-01-21,120,74,4
SKU-005,2024-01-21,125,40,2
SKU-006,2024-01-21,90,465,32
SKU-006,2024-01-21,95,402,47
SKU-006,2024-01-21,100,363,65
SKU-006,2024-01-21,105,250,95
SKU-006,2024-01-21,110,188,16
SKU-006,2024-01-21,115,131,8
SKU-006,2024-01-21,120,74,4
SKU-006,2024-01-21,125,37,2
SKU-007,2024-01-21,90,488,32
SKU-007,2024-01-21,95,451,52
SKU-007,2024-01-21,100,357,75
SKU-007,2024-01-21,105,262,85
SKU-007,2024-01-21,110,203,16
SKU-007,2024-01-21,115,136,8
SKU-007,2024-01-21,120,74,4
SKU-007,2024-01-21,125,40,2
SKU-008,2024-01-21,90,525,32
SKU-008,2024-01-21,95,400,51
SKU-008,2024-01-21,100,326,68
SKU-008,2024-01-21,105,275,96
SKU-008,2024-01-21,110,175,14
SKU-008,2024-01-21,115,124,8
SKU-008,2024-01-21,120,76,4
SKU-008,2024-01-21,125,42,2
SKU-009,2024-01-21,90,521,31
SKU-009,2024-01-21,95,412,48
SKU-009,2024-01-21,100,348,65
SKU-009,2024-01-21,105,258,83
SKU-009,2024-01-21,110,177,14
SKU-009,2024-01-21,115,130,8
SKU-009,2024-01-21,120,79,4
SKU-009,2024-01-21,125,40,2
SKU-010,2024-01-21,90,480,32
SKU-010,2024-01-21,95,453,50
SKU-010,2024-01-21,100,357,74
SKU-010,2024-01-21,105,246,90
SKU-010,2024-01-21,110,192,15
SKU-010,2024-01-21,115,132,8
SKU-010,2024-01-21,120,85,4
SKU-010,2024-01-21,125,40,2
SKU-001,2024-01-28,90,484,31
SKU-001,2024-01-28,95,436,52
SKU-001,2024-01-28,100,325,74
SKU-001,2024-01-28,105,253,93
SKU-001,2024-01-28,110,180,15
SKU-001,2024-01-28,115,136,8
SKU-001,2024-01-28,120,82,4
SKU-001,2024-01-28,125,40,2
SKU-002,2024-01-28,90,514,32
SKU-002,2024-01-28,95,410,47
SKU-002,2024-01-28,100,332,66
SKU-002,2024-01-28,105,263,94
SKU-002,2024-01-28,110,195,14
SKU-002,2024-01-28,115,129,9
SKU-002,2024-01-28,120,82,4
SKU-002,2024-01-28,125,40,2
SKU-003,2024-01-28,90,500,31
SKU-003,2024-01-28,95,391,50
SKU-003,2024-01-28,100,342,65
SKU-003,2024-01-28,105,277,86
SKU-003,2024-01-28,110,184,15
SKU-003,2024-01-28,115,132,8
SKU-003,2024-01-28,120,83,4
SKU-003,2024-01-28,125,42,2
SKU-004,2024-01-28,90,521,32
SKU-004,2024-01-28,95,420,46
SKU-004,2024-01-28,100,366,74
SKU-004,2024-01-28,105,244,97
SKU-004,2024-01-28,110,192,15
SKU-004,2024-01-28,115,140,8
SKU-004,2024-01-28,120,86,4
SKU-004,2024-01-28,125,41,2
SKU-005,2024-01-28,90,523,28
SKU-005,2024-01-28,95,401,50
SKU-005,2024-01-28,100,321,68
SKU-005,2024-01-28,105,244,87
SKU-005,2024-01-28,110,182,16
SKU-005,2024-01-28,115,124,8
SKU-005,2024-01-28,120,75,4
SKU-005,2024-01-28,125,38,2
SKU-006,2024-01-28,90,518,32
SKU-006,2024-01-28,95,394,48
SKU-006,2024-01-28,100,365,65
SKU-006,2024-01-28,105,268,97
SKU-006,2024-01-28,110,186,15
SKU-006,2024-01-28,115,132,8
SKU-006,2024-01-28,120,74,4
SKU-006,2024-01-28,125,40,2
SKU-007,2024-01-28,90,531,32
SKU-007,2024-01-28,95,432,53
SKU-007,2024-01-28,100,322,67
SKU-007,2024-01-28,105,266,88
SKU-007,2024-01-28,110,176,16
SKU-007,2024-01-28,115,123,8
SKU-007,2024-01-28,120,82,4
SKU-007,2024-01-28,125,42,2
SKU-008,2024-01-28,90,517,30
SKU-008,2024-01-28,95,397,51
SKU-008,2024-01-28,100,352,74
SKU-008,2024-01-28,105,248,94
SKU-008,2024-01-28,110,199,14
SKU-008,2024-01-28,115,140,8
SKU-008,2024-01-28,120,75,4
SKU-008,2024-01-28,125,40,2
SKU-009,2024-01-28,90,461,30
SKU-009,2024-01-28,95,410,49
SKU-009,2024-01-28,100,326,70
SKU-009,2024-01-28,105,268,90
SKU-009,2024-01-28,110,177,16
SKU-009,2024-01-28,115,134,8
SKU-009,2024-01-28,120,81,4
SKU-009,2024-01-28,125,43,2
SKU-010,2024-01-28,90,494,29
SKU-010,2024-01-28,95,427,50
SKU-010,2024-01-28,100,315,65
SKU-010,2024-01-28,105,249,97
SKU-010,2024-01-28,110,185,15
SKU-010,2024-01-28,115,134,8
SKU-010,2024-01-28,120,77,4
SKU-010,2024-01-28,125,43,2
